Age,Income,Gender,Marital_Status,Credit_Score,Num_Purchases,Membership_Years,Device_Used,Churn
63.0,18176.66087916774,Other,Divorced,712.7398772091425,6,8,Tablet,0
23.0,54394.90291177934,Female,Married,651.4817701090402,8,6,Mobile,0
52.0,34016.544127024616,Other,Divorced,,5,9,Tablet,1
58.0,51377.0866187101,Male,Divorced,754.7091442357273,6,11,Desktop,1
54.0,50957.84452001214,Female,Married,718.0942077637511,8,5,Desktop,1
,51808.84900836066,Other,Married,658.2501056573284,2,10,Mobile,1
46.0,44083.672293822194,Female,Single,636.0233501703822,8,4,Tablet,0
66.0,43590.715615884015,Female,Single,530.4977692128391,2,9,Tablet,1
63.0,39188.14371595342,Male,Divorced,672.7197274411898,8,12,Mobile,1
,57258.38475862835,Other,Married,641.17272214762,3,10,Mobile,0
52.0,62077.89012171423,Female,Single,688.7769232957593,9,11,Tablet,1
50.0,,Female,Divorced,710.047318907435,7,14,Tablet,1
69.0,49225.57291561596,Other,Married,736.3044766533072,7,5,Desktop,0
38.0,52948.73110231607,Female,Divorced,673.5895037626083,4,1,Tablet,1
49.0,52756.56701934563,,Single,576.7547674410256,8,5,Tablet,1
,52501.544293947765,Female,Single,499.5480514357307,3,5,Desktop,0
50.0,43969.47784482164,Other,Married,592.2710097750246,5,5,Desktop,0
20.0,54185.456381938086,Other,Divorced,743.3441949653547,3,13,Desktop,0
35.0,59270.4306647543,Other,Married,777.6444028509609,4,2,Desktop,0
42.0,52115.54983733846,Other,Single,633.3469473761577,2,13,Mobile,0
59.0,57589.09754800586,Male,Single,547.7328522002354,2,6,Desktop,0
48.0,64855.3011655626,Female,Divorced,,5,5,Mobile,0
,22235.89463157098,Other,Divorced,729.6464075888509,9,2,Desktop,0
57.0,64151.95762798051,Female,Divorced,608.6290778531026,6,12,Desktop,0
63.0,55136.41647831912,Female,Married,691.238676336726,5,10,Desktop,0
41.0,33325.6200839191,Male,Divorced,661.7990810908625,1,14,Tablet,0
,62037.06323479533,Other,Divorced,699.7002281325938,6,8,Mobile,0
49.0,44025.18640964058,Other,Single,777.2607699262926,6,6,Desktop,1
64.0,46070.503455221704,Female,Single,691.2847032874037,3,11,Tablet,0
39.0,42384.80326301507,Other,Divorced,660.2841393646551,4,10,Mobile,0
40.0,54535.98266357337,Female,Divorced,784.9861496066244,4,12,Mobile,0
19.0,38219.7028623192,Female,Single,674.4686471137543,4,11,Tablet,0
44.0,,Male,Divorced,594.493675186788,5,3,Mobile,0
59.0,47917.06119207993,Male,Married,698.122570283864,7,9,Tablet,1
19.0,44536.96274768094,Male,Married,681.3218879493079,7,13,Desktop,1
43.0,61293.135164209554,Female,Married,628.446836041058,5,11,Tablet,1
34.0,45206.64856521379,Other,Divorced,613.7689763273609,13,11,Mobile,1
57.0,64222.65238043452,Male,Single,629.1218358879564,8,14,Mobile,0
50.0,64693.89426261299,,Divorced,612.767744974877,2,4,Desktop,1
26.0,,Male,Divorced,631.3968126900976,3,3,Tablet,1
,66638.90303334386,Male,Single,591.0042378430697,5,7,Desktop,0
65.0,28069.460427471717,Female,Single,677.0308281711871,9,12,Tablet,1
56.0,67573.70790323766,Male,Single,671.7840919771173,7,13,Tablet,1
46.0,80425.35788345359,Male,Married,674.1641244060628,6,14,Tablet,0
59.0,63122.51657403697,Female,Divorced,645.6341462394342,7,8,Desktop,0
43.0,17645.290329504904,Other,Single,637.5635720782457,5,7,Desktop,1
52.0,65953.48579079028,Male,Divorced,750.9404058357461,6,1,Mobile,0
67.0,83691.93448904017,Female,Married,654.7184120786462,4,1,Desktop,1
42.0,45454.52538502956,Male,Married,738.4636792238833,3,13,Tablet,0
41.0,49479.45019955165,Female,Single,580.2508811783581,7,5,Tablet,1
30.0,32172.69917110352,Other,Single,691.2424483940965,6,14,Tablet,1
24.0,54681.19128229504,Other,Divorced,598.570787433799,4,8,Desktop,1
53.0,69037.65773814694,Female,Single,611.0693650194665,5,14,Mobile,0
62.0,60466.05692224181,Female,Divorced,621.1665912050714,5,10,Desktop,0
37.0,97129.50465931698,Female,Single,616.7780721977355,3,11,Mobile,1
18.0,50495.40564448696,Other,Divorced,617.1276740462705,2,3,Desktop,0
25.0,25539.899488771036,,Divorced,735.2092562923395,1,8,Tablet,0
63.0,52564.56457352329,Other,Divorced,,3,3,Mobile,1
33.0,13753.223521812652,Female,Divorced,665.7538772446726,2,4,Desktop,0
31.0,42003.441127032296,Female,Married,617.9988025513985,6,10,Tablet,0
29.0,74365.73087900318,Other,Divorced,709.9857512602676,4,7,Mobile,1
68.0,54877.00472947657,Female,Single,674.8539394767243,4,3,Mobile,1
40.0,,Other,Married,628.3749948955183,7,4,Tablet,0
32.0,77311.70565073035,Female,Married,539.100127516135,4,8,Tablet,0
45.0,45941.00162504945,Male,Divorced,665.140752088131,3,4,Desktop,0
51.0,68927.30619401163,Male,Married,690.297566577482,4,9,Desktop,1
19.0,51939.60462749511,Female,Divorced,581.4806513173658,4,4,Tablet,0
49.0,55700.711951885394,Other,Single,629.3223766910586,5,13,Desktop,0
40.0,31740.427162054806,Male,Divorced,687.601235102267,6,14,Tablet,0
39.0,42769.29807757675,,Married,540.0350360014763,3,4,Tablet,0
68.0,29037.226507341897,Female,Single,604.5803471613077,4,13,Desktop,0
42.0,48571.323826619824,Other,Divorced,676.383625913848,3,5,Desktop,0
39.0,,Male,Single,727.3512907196127,2,1,Mobile,1
39.0,33349.42842362822,Other,Single,803.0045868589817,0,7,Mobile,1
66.0,80737.68384027235,Other,Married,787.1058337856964,5,9,Desktop,1
69.0,54171.59028637941,Female,Single,660.0638637621206,4,12,Desktop,0
59.0,50866.93378377829,Female,Married,616.1041182962633,7,9,Desktop,0
23.0,61544.86627018438,Female,Single,714.618558743962,1,1,Mobile,1
32.0,37566.07878701117,Male,Divorced,611.9484953393439,3,6,Desktop,1
60.0,52452.1621875118,Male,Single,596.6533300538044,5,3,Mobile,1
54.0,39247.00669463613,Female,Divorced,628.631376334443,5,4,Mobile,1
50.0,73380.19865133474,Female,Divorced,619.8528689876025,7,8,Mobile,1
25.0,34120.40975904378,Male,Single,678.8841436146113,2,4,Mobile,0
61.0,50947.4818896076,Male,Divorced,607.8318864505948,4,8,Tablet,0
61.0,54939.73677727664,Male,Single,655.958544010847,4,4,Desktop,0
22.0,55922.386166115524,Male,Single,761.6467415983724,4,9,Desktop,0
56.0,41281.472403757514,Female,Divorced,658.5498499851833,6,6,Tablet,0
21.0,36567.35896782353,Male,Divorced,756.1719601685245,8,1,Desktop,1
23.0,41498.072404308514,Female,Married,734.1439620746164,6,13,Mobile,1
62.0,57924.881513154236,Other,Divorced,691.4428165690443,5,10,Tablet,0
49.0,47842.313436320546,Other,Married,625.2093047043036,3,2,Mobile,1
69.0,61943.13212678782,Male,Divorced,722.8355584144373,2,7,Tablet,0
,57155.0557909261,Other,Single,632.5017556953349,7,10,Mobile,0
64.0,15846.30952850588,Other,Divorced,649.8593241481127,3,7,Desktop,1
52.0,53712.46695255816,Other,Single,,6,3,Desktop,0
,83756.82151724405,Male,Single,649.6242769324563,2,1,Desktop,0
69.0,69879.03576557497,Male,Single,599.5812597112624,7,8,Tablet,0
33.0,,Other,Married,543.1030759511991,4,13,Desktop,1
30.0,34109.11804295084,Female,Divorced,717.1393051227835,9,13,Tablet,1
67.0,57163.30574188469,Other,Single,689.9239488764453,9,10,Mobile,0
59.0,61096.24909817388,Male,Single,529.557230525256,3,14,Desktop,0
47.0,46193.79978758624,Male,Married,597.72488553242,10,11,Mobile,1
36.0,54751.130882066565,Male,Divorced,662.5345800491369,8,11,Desktop,1
34.0,72644.9368759406,Other,Divorced,680.9800647492398,3,10,Mobile,1
,37140.88370387411,Female,Married,,6,7,Tablet,1
45.0,34125.5059256131,Male,Married,643.7532933420305,5,10,Desktop,0
43.0,60390.48988991319,Male,Divorced,687.7758216677774,4,8,Tablet,0
54.0,56863.13954297121,Other,Married,625.3941738670504,1,1,Tablet,0
43.0,65432.57443119217,Female,Divorced,667.9080753904076,3,14,Mobile,1
40.0,58546.90717855655,Other,Divorced,615.8713682568866,5,3,Desktop,1
26.0,41483.6740523871,Male,Single,713.6437446189665,5,13,Tablet,0
,56482.88977198107,Female,Single,594.0500000293611,7,2,Mobile,1
18.0,32868.101850557396,Female,Divorced,570.0545232633934,2,1,Mobile,0
18.0,46245.21932400509,Male,Divorced,652.0248804843086,4,5,Mobile,1
64.0,57541.98846449606,Female,Divorced,549.6531819398053,4,3,Desktop,0
51.0,44592.286749141655,Female,Divorced,502.6422168356047,4,10,Desktop,0
49.0,87020.78273344741,Other,Divorced,725.8614708637809,8,8,Mobile,0
65.0,21617.236267644996,Male,Divorced,581.1042862907427,9,6,Desktop,0
42.0,41787.64464501784,Male,Married,556.6443892191331,6,10,Mobile,1
57.0,35933.30249195134,Male,Divorced,593.1768856135275,3,14,Desktop,0
62.0,39494.7678881307,Male,Married,590.0344558012443,5,9,Desktop,0
18.0,40355.02664778682,Male,Married,640.052197718552,5,9,Mobile,0
33.0,30103.689697115104,Female,Divorced,573.4559286419824,4,11,Mobile,0
56.0,61290.53222858941,Other,Divorced,684.8730299579308,3,6,Desktop,1
22.0,41793.570539193475,,Married,695.2363891810401,2,2,Mobile,0
39.0,52453.60003382982,Other,Married,560.7505984569125,3,9,Mobile,0
46.0,43477.61357134632,Other,Divorced,606.7332363936129,3,2,Mobile,1
20.0,39636.79381570686,Female,Divorced,613.385993197299,6,3,Mobile,0
29.0,75084.18854130275,Male,Married,638.4494847043561,6,6,Desktop,0
43.0,63843.98273314112,Female,Married,725.7878461888577,2,2,Tablet,0
33.0,21976.99400067283,Male,Married,729.8219390501826,2,5,Desktop,0
68.0,20387.938274961696,Female,Single,824.920717031605,3,2,Mobile,1
54.0,65639.1325345473,Other,Married,491.1438249592075,10,12,Mobile,1
39.0,42202.19912676869,Male,Single,585.299299379386,1,4,Desktop,1
46.0,25263.76499098666,Other,Divorced,776.9806426752489,4,11,Mobile,1
31.0,65686.02698810512,,Divorced,523.9509777556216,3,11,Desktop,1
45.0,52536.860751486354,Female,Married,775.3885544919494,8,3,Tablet,1
22.0,,Male,Divorced,660.3145891200271,1,5,Mobile,0
64.0,62143.08908008861,Other,Divorced,662.8892941115781,8,6,Tablet,0
66.0,30350.342625764097,Female,Divorced,560.414140971637,8,13,Tablet,0
47.0,25527.48767923753,Male,Divorced,618.4185745996992,5,7,Mobile,0
63.0,73714.31442354803,Male,Single,,9,10,Mobile,1
69.0,28442.498588865612,Other,Single,646.6621805331141,5,8,Desktop,0
22.0,31666.43304386654,Male,Married,618.8850680252856,10,9,Desktop,0
29.0,34663.46930681351,Other,Married,678.4003437465465,9,14,Mobile,1
33.0,81199.18885535783,Male,Married,636.544767978814,4,4,Desktop,0
43.0,57400.74950617284,Female,Divorced,674.1605804864508,5,4,Tablet,0
43.0,64481.119616530705,Other,Divorced,590.5181067488055,7,7,Tablet,1
65.0,52942.51318368093,Other,Single,644.5993145974327,8,12,Mobile,0
38.0,40971.691831981494,Male,Single,605.1246614191497,4,10,Desktop,0
56.0,59469.36924890252,Male,Married,523.7223351513726,2,10,Mobile,1
53.0,26650.76043804795,Other,Single,683.737045107338,8,11,Tablet,0
,33570.74821855257,Male,Single,563.6359010911111,7,9,Mobile,0
47.0,60994.62768892222,Female,Single,,5,11,Mobile,0
54.0,29641.1715375983,Male,Single,714.8247772079537,9,2,Mobile,0
40.0,47163.7779625719,Female,Single,545.15305804217,8,13,Mobile,0
27.0,47847.314834668825,Female,Married,692.3278867864722,6,11,Tablet,1
22.0,42070.06994994257,Female,Married,629.0130580121936,6,6,Mobile,0
53.0,20733.222877267144,Female,Single,582.3433619351056,5,10,Mobile,0
51.0,40566.06663216961,Female,Married,791.6046302220248,4,10,Desktop,0
69.0,37625.47434601272,Male,Divorced,649.9610592971616,9,8,Mobile,1
48.0,52421.59794931548,Female,Single,610.2334977296281,2,13,Desktop,1
27.0,51657.35808049203,Male,Divorced,595.3850954343519,8,5,Mobile,1
,55669.42189905311,Female,Married,711.6813727905687,5,5,Desktop,0
,39860.205905384035,Other,Married,607.1560641475612,4,8,Mobile,0
18.0,57841.669256988374,Female,Divorced,702.9562668978718,5,1,Desktop,0
22.0,26659.899008394754,Other,Married,649.8264118213788,3,6,Mobile,0
62.0,22671.429010214688,Female,Single,728.1331645103694,8,10,Mobile,0
21.0,14966.409137500581,Female,Divorced,577.0222386761982,7,13,Desktop,1
33.0,42510.54140642004,Female,Single,586.7855732632797,4,9,Mobile,0
41.0,38700.52663492164,Other,Divorced,630.3296280178952,2,12,Mobile,0
33.0,61839.734177819,Other,Married,636.1353451732657,3,6,Mobile,1
19.0,40270.06119426695,Female,Divorced,625.1810079912093,2,7,Mobile,1
66.0,54100.645219164006,Male,Divorced,834.2008283798563,7,4,Tablet,1
45.0,62199.448648746155,,Single,794.4272903046335,5,12,Mobile,1
49.0,39705.213865263264,Other,Married,670.933855237473,6,10,Tablet,1
44.0,54470.78315160763,Female,Single,679.188045183532,2,1,Tablet,0
37.0,65028.91323432792,Other,Married,633.4497473944293,6,9,Mobile,0
41.0,,Other,Single,576.5122126537308,3,12,Desktop,0
29.0,,Other,Divorced,637.2549431611324,3,6,Desktop,0
,39769.48425201028,Female,Single,703.9782426023438,3,3,Mobile,0
,32382.651762602924,Other,Married,741.3938733097607,6,4,Tablet,1
50.0,26953.223892646565,Other,Married,719.6995894365893,5,10,Desktop,0
50.0,32140.27141731949,Female,Divorced,544.3157994792052,8,12,Mobile,0
68.0,50900.43508628019,Other,Married,629.7540625292401,4,6,Mobile,1
60.0,25837.3331665738,Female,Single,547.1792704593805,5,6,Tablet,1
54.0,41739.094638670445,Other,Divorced,731.8190490181903,5,12,Desktop,0
29.0,62197.91610279346,Male,Married,621.1330923639767,7,9,Mobile,0
20.0,56735.164451284036,Male,Married,,6,4,Desktop,1
18.0,42042.38565592765,Other,Single,683.6035187603501,1,5,Mobile,0
50.0,75345.35620038086,Male,Single,843.6297943868329,2,5,Mobile,1
57.0,78395.54620867492,Female,Divorced,668.7792457852669,7,3,Mobile,0
,50391.836473095886,Male,Married,633.3210273535624,9,2,Tablet,1
60.0,12971.856261735375,Other,Single,563.1270515157452,10,8,Tablet,1
61.0,63296.722955243895,Other,Divorced,752.1047613952173,7,10,Tablet,1
46.0,15590.354899496218,,Married,637.2854474992047,7,9,Desktop,0
30.0,72142.19166080099,Other,Married,765.9999725449389,2,10,Tablet,1
29.0,66253.77351113448,Female,Divorced,727.3929179064106,5,11,Tablet,1
48.0,76613.1875620703,Male,Divorced,617.593072817407,5,13,Desktop,0
63.0,53903.9833755159,Male,Single,552.5406673400867,7,9,Desktop,0
19.0,44579.21349227243,Female,Married,669.0798382042525,5,14,Desktop,0
,43248.48299464664,Female,Married,606.9567529859879,6,5,Desktop,1
67.0,41806.09743453654,Other,Married,652.7542089719414,4,11,Tablet,1
52.0,64716.02980512054,Male,Divorced,723.4334724798036,11,9,Tablet,1
40.0,60684.07234258817,Female,Single,534.2492519062616,5,4,Desktop,0
,51803.384501513196,Male,Married,668.522969084775,6,2,Tablet,0
43.0,39167.28038109542,Female,Divorced,703.1717333620015,3,3,Mobile,1
25.0,89438.18946950408,Male,Married,706.5677393229245,1,1,Tablet,0
46.0,63685.619209443044,Other,Single,554.5520480168803,5,5,Mobile,0
43.0,26034.321203398868,Male,Married,679.3535528841775,5,1,Desktop,1
27.0,42256.1597609431,Male,Single,734.2475607334685,5,12,Desktop,1
43.0,63976.64146113058,Male,Single,674.0263658880053,6,11,Tablet,0
51.0,38006.91618150974,Male,Married,641.9014055724024,1,1,Desktop,1
68.0,55273.219382388335,Male,Married,729.7729058401411,11,14,Tablet,0
58.0,64261.94450504222,Other,Single,601.3976832692819,1,11,Tablet,0
24.0,-826.4212398458985,Female,Divorced,542.9116964257711,5,11,Tablet,1
21.0,48379.43450316125,Male,Single,635.9581529548348,6,13,Tablet,1
67.0,48968.137303476826,Other,Married,687.4531634192799,5,7,Mobile,0
62.0,43818.91316474316,Male,Married,722.7255733005503,5,2,Mobile,0
28.0,54525.42702419061,Male,Divorced,687.1351801917552,3,8,Desktop,1
46.0,59862.79411243812,Female,Single,708.5074748107401,5,6,Mobile,0
53.0,52130.764164869135,Male,Single,,2,4,Desktop,0
42.0,44392.589089258516,Other,Single,626.2436095591322,7,9,Desktop,0
38.0,59489.319496764045,Other,Married,639.6442488664687,6,10,Tablet,0
53.0,50735.801139115356,,Single,740.1017455204912,5,8,Tablet,0
27.0,46539.493802067824,Male,Divorced,,4,13,Tablet,1
54.0,30315.809219916213,Other,Married,680.0393003065607,4,10,Tablet,0
26.0,26560.178221008824,Male,Married,599.8303819758086,6,3,Tablet,0
41.0,30031.553109288943,Male,Single,727.0183122261678,11,3,Tablet,1
52.0,54174.93591830322,Male,Divorced,648.7445163597403,6,4,Mobile,1
,48813.818785904725,Female,Married,650.5315754764687,4,14,Desktop,1
52.0,27795.738526888053,Male,Married,771.021592117768,0,9,Desktop,0
65.0,59688.767386907166,Other,Single,574.6770054385947,5,9,Tablet,0
53.0,70614.64269768643,Male,Single,665.1073631253022,3,5,Mobile,1
35.0,41022.595749254964,Other,Divorced,637.3911708231525,2,12,Tablet,1
,23885.27213947439,Male,Single,687.2687921230122,4,9,Mobile,1
56.0,39363.10422647131,Other,Divorced,785.0531550682263,5,6,Mobile,1
49.0,62816.90940192041,Other,Married,607.6330943052373,8,8,Desktop,1
41.0,58227.94787802161,Male,Divorced,566.1821601352168,2,11,Desktop,0
40.0,36163.50970982782,Male,Divorced,593.3470802022596,4,8,Mobile,1
49.0,72817.58206647114,Other,Divorced,633.7027342445357,9,12,Desktop,0
54.0,70224.20098889599,Female,Married,654.4961583592329,2,10,Mobile,0
29.0,,Male,Single,658.0170157050608,5,7,Mobile,1
66.0,38850.6499555255,Female,Married,776.1862665822804,6,4,Mobile,1
30.0,41107.580939307656,Male,Single,763.738733125839,6,4,Desktop,1
40.0,,Male,Divorced,741.2062542346872,6,6,Tablet,1
42.0,,Male,Divorced,826.010704563214,5,14,Desktop,1
52.0,56379.93590714891,Male,Divorced,707.6868919663842,5,9,Tablet,0
58.0,63156.18154025881,Female,Divorced,727.5848558458848,5,7,Desktop,1
47.0,60103.4771478005,Male,Divorced,706.3339365325636,5,5,Desktop,1
34.0,75717.90602290598,Other,Single,694.8633719655651,2,5,Tablet,0
66.0,34109.216842862894,,Single,677.607756692799,2,8,Mobile,1
37.0,55705.37795575874,Female,Divorced,622.2200068559275,7,6,Tablet,1
65.0,17392.681156479535,Male,Married,562.7255226513495,4,1,Mobile,1
42.0,30245.666388547124,Other,Married,640.854222172652,5,1,Mobile,0
39.0,48877.19921097729,,Divorced,689.6041589770444,2,9,Desktop,1
30.0,,Male,Single,655.0583330681793,4,8,Desktop,1
,48472.76386955646,Other,Married,575.4265014116521,6,6,Desktop,1
66.0,,Other,Married,638.3881865011635,3,13,Desktop,1
53.0,44158.731837604435,Female,Married,634.7398033991803,6,1,Desktop,0
,,Male,Divorced,645.6351750621853,3,14,Tablet,1
58.0,44239.51733179789,Male,Married,684.3640744248662,9,2,Tablet,0
36.0,76238.62433065292,Other,Married,699.4380625837211,0,10,Tablet,1
29.0,61910.256103117004,Other,Married,614.9963984317814,2,3,Tablet,1
26.0,56863.06019222346,Other,Married,718.678483160876,3,10,Desktop,1
24.0,32096.046345185066,Male,Single,729.2146683767819,9,12,Tablet,0
45.0,64028.5724209944,Female,Divorced,672.4211353133982,4,3,Tablet,1
31.0,42593.44133377251,Female,Divorced,696.5325190367148,7,2,Mobile,1
48.0,32083.403629914505,Male,Single,718.8962009723364,6,12,Desktop,0
69.0,57692.65419619066,Female,Single,573.164874529437,9,2,Tablet,1
36.0,29180.809091501906,Other,Divorced,723.8311934487257,4,6,Tablet,1
64.0,38566.37806805626,Female,Married,594.6957389181433,7,7,Tablet,1
33.0,49848.26132796633,Female,Married,601.5108854360135,3,4,Desktop,1
22.0,83276.32136172091,Female,Divorced,663.7402417470332,5,1,Tablet,0
52.0,39696.26366311269,Other,Married,499.91719120277315,4,6,Mobile,0
29.0,43126.752210491366,Male,Single,662.2934215758032,2,7,Desktop,0
42.0,60985.17581632468,Other,Married,718.7246662869062,1,4,Mobile,1
69.0,31425.56467435931,Male,Married,534.7853307487788,2,6,Desktop,1
38.0,56642.09571531373,,Married,726.2306527182516,5,9,Tablet,1
53.0,68088.90211424882,Male,Divorced,601.0848667030782,5,4,Desktop,1
40.0,,,Single,664.480324634496,5,12,Desktop,0
33.0,65392.31422095298,Female,Married,611.2497845096177,8,14,Desktop,1
56.0,54371.74884817709,Male,Divorced,,6,10,Mobile,0
62.0,39039.77054294329,Male,Married,721.7463289314635,3,4,Desktop,1
59.0,47032.9297115524,Female,Single,695.2907255067748,3,10,Tablet,1
56.0,44303.639900296366,Other,Married,649.721319535441,5,12,Desktop,0
31.0,48685.42613275284,Male,Single,616.6901264384602,3,5,Desktop,1
48.0,52290.76848829743,Other,Married,645.1488579440221,2,3,Tablet,0
22.0,58822.99902457785,Female,Single,695.9180025471749,6,10,Tablet,0
52.0,57630.02374380703,Male,Married,698.3186479421043,6,2,Mobile,1
40.0,13524.296431067778,Other,Single,688.5578607523286,6,9,Tablet,0
46.0,48540.377168419596,Other,Married,560.2195720910069,6,13,Tablet,0
60.0,27358.67129889856,Other,Married,648.3884279095213,7,1,Tablet,1
28.0,45864.09121299011,Female,Divorced,605.6599725061993,2,5,Desktop,0
35.0,48143.1561828362,Female,Divorced,696.545031393408,7,5,Mobile,0
64.0,64642.22537127064,Other,Single,596.4519772634982,4,8,Tablet,1
29.0,49548.267993498506,Other,Married,681.6437630658958,5,6,Tablet,0
26.0,53888.2702751489,Female,Single,630.2468567429829,5,6,Tablet,1
27.0,61895.84570986144,Other,Divorced,518.4632671713981,5,6,Desktop,0
61.0,68416.2838972895,Other,Single,715.1671500121598,4,4,Desktop,1
34.0,48154.79114964634,Female,Single,648.229894469523,4,1,Mobile,1
55.0,51412.691625206135,Other,Divorced,739.3184107035984,3,3,Mobile,1
24.0,50150.34953363381,Other,Married,533.4283644925654,3,13,Desktop,1
63.0,41861.01553353386,Other,Single,629.5935082357753,7,13,Tablet,1
30.0,38463.271648364156,Female,Divorced,,5,10,Tablet,0
57.0,15921.71125361097,Other,Married,,4,12,Mobile,1
59.0,33850.08598213505,Female,Divorced,557.23688870901,9,11,Tablet,1
,23320.53750185295,Female,Single,688.0826499741645,5,6,Desktop,0
67.0,68827.97726679879,Male,Married,783.8163684396723,5,5,Mobile,1
44.0,52826.24012446142,Male,Married,683.2176142525873,6,10,Desktop,0
19.0,48110.915405797496,Other,Divorced,656.5010681276458,6,1,Desktop,0
22.0,39237.72220878377,Female,Divorced,553.5779815082238,6,5,Tablet,1
46.0,50446.68894851936,Male,Divorced,,4,2,Desktop,0
54.0,37280.30183516999,Other,Married,646.0908569424059,3,1,Desktop,0
55.0,52610.278349309054,Male,Married,,4,4,Tablet,0
36.0,53686.0097438203,Male,Single,721.8379498389689,5,6,Desktop,1
25.0,37079.244464648844,Female,Married,687.3592240678047,2,7,Tablet,0
65.0,36793.07052766391,Female,Single,838.4665011352879,6,9,Desktop,1
62.0,,Male,Divorced,581.3399094502996,0,5,Tablet,1
18.0,49207.100685630496,Male,Divorced,652.3180227974213,9,8,Tablet,0
39.0,38284.69356102664,Female,Married,553.1555339225996,3,8,Mobile,1
69.0,,Other,Divorced,494.42914577867725,10,11,Desktop,0
34.0,34841.08869940089,Female,Divorced,700.5904685617207,4,9,Desktop,0
24.0,48992.24629007125,Male,Married,684.7630768077149,4,3,Mobile,1
42.0,62474.42461496703,Other,Single,590.1786695747948,7,3,Tablet,1
62.0,49584.93998608608,,Married,656.5120733715396,5,9,Tablet,1
21.0,85454.50165513076,Other,Single,605.9512680752118,4,7,Mobile,0
53.0,56320.39352073502,Male,Married,615.4054781609707,10,4,Mobile,0
23.0,53449.316717633184,,Married,627.5800771063608,5,1,Tablet,0
48.0,36375.46803551292,Other,Divorced,587.2404375817006,7,7,Tablet,1
,46421.99829736,Male,Married,599.834506312603,3,10,Mobile,0
61.0,38314.79235449462,Other,Married,601.8095189239023,4,6,Desktop,0
56.0,17515.321573938145,,Single,679.6015192727332,3,3,Tablet,0
44.0,,Male,Divorced,455.804587681063,2,14,Mobile,0
27.0,42328.24166674653,Female,Single,634.0659516960638,3,5,Desktop,1
43.0,38593.99888500041,,Single,573.8622686423629,6,3,Desktop,0
36.0,53158.550509376975,Other,Divorced,576.3913119642303,7,8,Desktop,1
56.0,57687.49328332276,Other,Divorced,613.2042638141393,5,5,Desktop,0
20.0,45188.37750640582,Other,Divorced,648.9962203018789,3,10,Mobile,0
62.0,49960.97498586473,Male,Married,634.9911696805315,3,10,Tablet,0
30.0,61192.81110971604,Female,Divorced,575.5157643141257,7,6,Desktop,1
67.0,44597.09608085079,Female,Divorced,700.5187562911904,3,2,Desktop,1
45.0,54535.00612645001,Male,Divorced,586.8177209197656,4,8,Mobile,1
37.0,25111.330724162744,Male,Single,598.5705620851718,7,9,Desktop,0
45.0,31380.21502358377,Female,Single,669.9144250126162,4,3,Mobile,0
25.0,59083.096671206054,Female,Married,672.425799500492,2,13,Mobile,1
58.0,30596.620412490523,Female,Single,607.1810237206915,3,6,Tablet,0
56.0,53512.063206699444,Female,Married,444.46865789305906,2,6,Desktop,0
18.0,47795.01826704391,Male,Single,588.0156379388507,8,2,Tablet,1
20.0,44532.99106219657,Male,Divorced,661.332173036818,6,10,Mobile,0
30.0,37573.05846548408,Other,Single,698.2025637583021,12,8,Desktop,0
45.0,63640.10027158064,,Married,644.4492339730087,4,5,Mobile,0
66.0,75948.36731779753,,Single,616.4709767047069,3,11,Mobile,1
42.0,54502.88243900292,Male,Divorced,810.5247703989527,1,11,Mobile,0
50.0,54837.36073509226,Male,Married,623.9259714946252,6,8,Desktop,1
55.0,39765.04055213759,Other,Divorced,692.8562880753774,2,14,Mobile,0
23.0,32058.541522634303,Female,Divorced,556.5463533201173,4,13,Mobile,1
61.0,,Female,Married,573.6882505553723,4,14,Desktop,1
62.0,35393.75528062886,Female,Divorced,695.3127928023557,5,8,Tablet,1
49.0,23410.848075262675,Female,Divorced,723.119289304976,4,12,Mobile,1
62.0,,Other,Single,622.7198176864617,5,3,Tablet,0
64.0,62782.50182377749,Other,Divorced,520.5955015858635,7,5,Tablet,1
38.0,37117.41840570359,Male,Divorced,638.2709862419142,6,7,Tablet,0
33.0,53659.464819188666,Female,Divorced,663.2584130545694,4,5,Tablet,0
38.0,65029.2840168765,Female,Divorced,656.9172627250177,5,6,Tablet,1
28.0,53075.40030592818,,Married,610.5627234527296,3,2,Tablet,0
54.0,32102.680308518997,Other,Single,639.2981116517343,1,8,Desktop,0
53.0,46506.59880144352,Female,Divorced,597.5156209001126,4,5,Desktop,0
52.0,,Other,Divorced,572.1713243384198,5,6,Tablet,0
36.0,53705.3996540767,Female,Married,702.8967964452763,6,1,Desktop,1
37.0,58086.98154774208,,Divorced,656.8458819381898,4,10,Desktop,0
35.0,55124.43829053672,Male,Married,639.4521508964369,5,2,Tablet,0
64.0,,Female,Single,614.4996580059487,7,11,Tablet,0
58.0,40687.321710760356,Female,Single,637.3878510425444,5,4,Mobile,0
66.0,55082.97735577614,Male,Divorced,661.2221500150897,5,11,Desktop,0
31.0,62253.07670030612,Other,Divorced,771.0077103070015,9,9,Tablet,1
32.0,66498.57426376824,Other,Divorced,695.8175794879,3,6,Desktop,0
48.0,37128.4168284771,Female,Married,603.3583614635639,5,8,Desktop,1
18.0,56496.80802015791,Other,Divorced,604.0965380106016,3,2,Desktop,0
20.0,67805.66167578465,Female,Divorced,593.1823229772783,5,10,Mobile,1
